OTUID	M	B	X	H	T	Y	J	D
OTU4487	3	0	0	3	0	0	0	0
OTU4488	1	1	0	2	0	0	0	1
OTU4489	20	27	27	25	30	40	31	28
OTU4490	2	0	1	0	1	2	0	0
OTU4491	9	7	6	12	6	11	3	3
OTU4492	13	27	5	27	5	14	20	12
OTU4493	567	546	532	514	647	647	610	553
OTU4494	2	2	2	1	1	0	0	1
OTU4495	91	67	50	68	75	69	79	87
OTU4496	78	102	81	70	97	99	62	83
OTU4497	2	1	1	1	1	0	1	1
OTU4498	1	3	1	3	4	1	0	2
OTU4499	93	99	80	79	109	117	89	87
OTU4500	378	226	351	281	323	393	233	244
OTU4501	2	0	2	0	5	3	2	2
OTU4502	5	0	1	1	3	1	1	4
OTU4503	5	1	1	2	0	0	1	2
OTU4504	9	5	5	4	6	3	2	5
OTU4505	2	1	0	0	0	0	0	0
OTU4506	18	21	13	19	18	17	16	28
OTU4507	1	2	1	0	4	0	2	0
OTU4508	2	1	0	1	3	1	3	2
OTU4509	2	3	1	3	0	0	3	1
OTU4510	6	3	6	3	9	8	2	4
OTU4511	32	71	28	47	67	65	75	67
OTU4512	21	12	21	17	14	15	11	14
OTU4513	1	6	0	9	0	2	5	3
OTU4514	236	231	198	214	253	171	165	258
OTU4515	18	7	11	21	20	14	13	12
OTU4516	18	32	24	31	22	36	10	24
OTU4517	5	2	2	5	5	6	5	3
OTU4518	16	7	8	5	13	13	7	10
OTU4519	2	1	0	1	2	5	2	0
OTU4520	5	3	4	0	1	1	3	2
OTU4521	6	2	2	3	4	5	6	4
OTU4522	16	5	12	9	26	16	10	15
OTU4523	1	0	0	1	0	0	0	0
OTU4524	13	8	6	12	5	13	6	5
OTU4525	4	5	5	3	5	4	3	1
OTU4526	7	3	5	3	0	10	1	6
OTU4527	4	0	2	0	0	4	1	0
OTU4528	3	3	9	4	6	6	4	2
OTU4529	3	3	7	5	4	3	4	3
OTU4530	1	0	0	1	0	0	1	0
OTU4531	1	0	2	0	1	1	0	0
OTU4532	6	6	1	1	2	3	5	6
OTU4533	25	24	11	22	17	17	18	22
OTU4534	27	29	21	20	32	29	13	22
OTU4535	3	1	3	1	3	3	3	5
OTU4536	2	1	0	2	2	2	0	2
OTU4537	19	34	39	42	38	41	23	33
OTU4538	6	6	2	4	1	2	4	2
OTU4539	204	173	221	244	229	275	174	213
OTU4540	6	12	3	9	7	7	17	26
OTU4541	58	55	44	57	70	53	30	44
OTU4542	20	27	28	47	23	54	20	23
OTU4543	0	1	0	2	3	2	0	0
OTU4544	2	3	5	0	6	4	2	4
OTU4545	5	9	11	20	11	15	6	7
OTU4546	7	1	7	5	4	6	3	5
OTU4547	0	2	3	4	3	1	3	2
OTU4548	0	1	0	2	4	0	0	3
OTU4549	10	9	3	14	5	3	3	7
OTU4550	2	0	3	2	6	4	4	0
OTU4551	9	21	15	21	18	15	10	9
OTU4552	0	1	0	1	1	2	1	0
OTU4553	0	0	0	0	1	0	0	0
OTU4554	0	1	8	1	3	0	0	0
OTU4555	0	1	1	0	4	0	0	0
OTU4556	1	0	3	1	4	3	0	0
OTU4557	23	26	44	27	32	13	24	16
OTU4558	9	4	24	14	22	12	19	9
OTU4559	42	50	43	41	48	37	30	48
OTU4560	1	2	1	2	1	0	1	0
OTU4561	2	1	3	1	2	5	0	3
OTU4562	5	2	5	3	6	4	2	5
OTU4563	5	0	1	4	2	4	0	1
OTU4564	1	2	3	2	2	5	4	1
OTU4565	0	0	2	1	2	0	0	2
OTU4566	0	4	4	1	4	1	0	2
OTU4567	13	30	38	35	31	30	19	23
OTU4568	13	9	11	17	14	14	3	4
OTU4569	3	7	4	4	6	4	6	5
OTU4570	18	6	13	14	3	8	7	10
OTU4571	12	6	14	72	16	37	4	2
OTU4572	5	5	2	0	3	3	2	8
OTU4573	0	5	6	16	12	8	1	4
OTU4574	3	2	0	1	2	0	2	4
OTU4575	5	4	3	8	6	7	2	2
OTU4576	0	2	2	0	8	5	0	2
OTU4577	27	13	27	14	26	44	24	17
OTU4578	1	2	2	1	2	3	0	1
OTU4579	1	2	2	0	4	0	4	0
OTU4580	0	0	0	0	2	1	0	0
OTU4581	2	3	3	1	3	1	0	0
OTU4582	5	0	4	3	2	3	1	1
OTU4583	1	0	1	2	3	1	0	0
OTU4584	6	7	3	10	10	11	6	5
OTU4585	0	3	3	2	3	0	0	0
OTU4586	4	25	22	21	35	27	1	36
OTU4587	0	1	3	2	2	1	1	0
OTU4588	6	12	4	3	6	6	6	4
OTU4589	2	1	0	1	7	0	1	2
OTU4590	0	1	0	1	1	0	0	1
OTU4591	1	0	1	0	1	0	0	0
OTU4592	0	1	0	1	3	0	0	0
OTU4593	13	8	5	5	5	7	3	4
OTU4594	7	2	2	6	8	1	0	3
OTU4595	2	5	3	1	7	0	7	9
OTU4596	1	2	3	6	6	4	2	2
OTU4597	0	2	1	5	5	2	2	5
OTU4598	1	2	2	0	1	1	0	0
OTU4599	3	0	1	3	2	0	0	1
OTU4600	1	0	0	0	2	1	1	0
OTU4601	0	1	0	3	1	0	1	0
OTU4602	2	1	3	1	2	2	0	2
OTU4603	2	0	3	2	1	0	1	0
OTU4604	0	1	13	0	23	2	0	1
OTU4605	11	5	8	10	5	9	1	9
OTU4606	0	0	0	2	3	5	2	1
OTU4607	12	16	9	6	11	5	2	4
OTU4608	2	0	1	1	1	0	2	1
OTU4609	13	15	15	15	15	19	3	6
OTU4610	0	0	2	0	5	1	2	0
OTU4611	1	2	1	0	2	0	1	1
OTU4612	5	2	4	4	6	4	7	3
OTU4613	15	18	13	16	25	6	8	8
OTU4614	6	6	10	11	5	7	1	2
OTU4615	1	0	0	6	2	1	1	1
OTU4616	15	16	11	18	21	21	6	6
OTU4617	6	5	2	7	13	9	7	7
OTU4618	0	1	0	1	10	1	0	2
OTU4619	45	39	36	38	47	53	76	27
OTU4620	8	5	11	13	9	8	6	12
OTU4621	2	3	3	6	5	5	2	1
OTU4622	7	2	3	7	6	8	5	4
OTU4623	0	0	1	0	2	0	0	0
OTU4624	0	0	0	0	2	2	0	1
OTU4625	1	6	4	8	4	5	5	7
OTU4626	7	1	0	2	4	2	3	5
OTU4627	4	1	4	5	2	2	4	2
OTU4628	62	43	63	65	69	57	46	48
OTU4629	20	9	20	19	15	26	7	12
OTU4630	43	41	41	38	47	27	38	41
OTU4631	1	0	2	1	4	0	2	2
OTU4632	0	0	0	2	2	3	3	1
OTU4633	27	5	5	19	17	16	5	13
OTU4634	1	3	2	1	4	1	2	1
OTU4635	2	1	2	5	2	3	0	10
OTU4636	0	0	0	0	1	0	0	0
OTU4637	5	2	2	0	3	1	0	2
OTU4638	1	5	13	8	144	17	0	5
OTU4639	2	3	11	1	5	3	2	0
OTU4640	3	4	1	5	7	2	0	1
OTU4641	0	1	2	2	2	1	0	1
OTU4642	0	1	0	0	1	0	0	1
OTU4643	0	2	8	11	2	3	2	3
OTU4644	3	1	1	2	3	2	4	4
OTU4645	7	2	8	5	5	11	9	2
OTU4646	1	0	1	0	3	3	1	0
OTU4647	0	2	1	2	3	0	0	0
OTU4648	62	43	57	45	48	32	44	36
OTU4649	0	2	2	1	10	2	0	2
OTU4650	0	4	5	1	19	2	0	2
OTU4651	1	1	0	1	1	0	0	0
OTU4652	1	5	2	9	5	4	1	6
OTU4653	0	0	1	1	2	5	1	3
OTU4654	7	0	2	5	5	0	1	1
OTU4655	0	2	2	5	4	1	1	2
OTU4656	1	0	2	2	1	0	3	3
OTU4657	3	7	9	8	19	11	1	6
OTU4658	2	4	4	1	6	4	3	1
OTU4659	7	9	8	5	9	2	7	9
OTU4660	1	2	1	0	2	1	1	1
OTU4661	56	61	49	70	81	57	26	41
OTU4662	0	1	3	2	5	1	0	0
OTU4663	34	30	38	21	34	16	25	22
OTU4664	8	3	8	6	8	4	1	2
OTU4665	0	1	0	2	3	0	0	0
OTU4666	0	0	0	1	1	0	0	1
OTU4667	6	7	7	3	8	10	5	4
OTU4668	5	5	2	5	9	9	7	8
OTU4669	6	0	3	4	2	1	0	2
OTU4670	5	5	4	4	4	2	1	4
OTU4671	0	0	2	4	6	0	4	3
OTU4672	5	7	4	8	6	4	4	2
OTU4673	156	98	105	135	159	121	113	163
OTU4674	2	0	0	0	2	1	0	0
OTU4675	4	2	2	5	2	3	3	3
OTU4676	10	17	23	19	10	27	8	10
OTU4677	1	1	1	1	2	1	0	4
OTU4678	2	6	1	5	4	5	8	2
OTU4679	5	13	7	8	4	5	6	3
OTU4680	1	0	5	2	5	1	0	1
OTU4681	2	2	1	1	4	2	2	3
OTU4682	1	0	0	1	1	0	0	0
OTU4683	2	1	0	0	2	0	0	2
OTU4684	3	1	7	0	2	5	11	7
OTU4685	3	4	6	4	3	2	0	3
OTU4686	0	0	2	1	3	1	0	1
OTU4687	1	6	1	1	1	0	3	0
OTU4688	0	2	3	0	1	1	1	1
OTU4689	9	7	7	5	18	13	18	12
OTU4690	0	0	0	4	3	0	1	1
OTU4691	3	4	1	6	6	7	5	2
OTU4692	4	0	10	7	4	4	2	1
OTU4693	41	44	66	51	23	42	18	28
OTU4694	0	1	2	0	2	1	1	2
OTU4695	5	5	5	3	12	3	8	10
OTU4696	2	1	0	2	3	2	1	1
OTU4697	10	7	6	1	2	5	4	8
OTU4698	0	1	1	0	1	1	0	0
OTU4699	4	4	5	4	7	8	9	10
OTU4700	18	18	22	17	34	35	15	17
OTU4701	115	92	126	171	165	158	120	158
OTU4702	2	1	1	2	2	2	1	1
OTU4703	146	117	135	183	185	131	134	147
OTU4704	46	54	72	40	46	42	51	35
OTU4705	16	16	16	30	16	36	22	51
OTU4706	1	1	1	3	2	1	2	1
OTU4707	14	14	15	13	15	11	13	16
OTU4708	2	0	1	2	3	0	0	0
OTU4709	2	2	1	2	2	1	1	2
OTU4710	4	5	3	4	8	1	1	0
OTU4711	2	2	1	4	1	2	2	1
OTU4712	1	0	1	0	1	1	0	0
OTU4713	1	1	2	3	6	3	2	3
OTU4714	4	7	4	4	11	7	9	7
OTU4715	5	4	6	9	6	5	6	3
OTU4716	1	0	2	1	2	1	0	0
OTU4717	4	5	3	1	3	0	0	0
OTU4718	2	6	6	3	16	5	1	5
OTU4719	3	1	1	2	3	1	1	1
OTU4720	1	4	2	7	3	4	1	3
OTU4721	159	193	119	145	146	136	137	116
OTU4722	33	28	30	15	21	33	14	12
OTU4723	2	6	3	1	1	8	8	7
OTU4724	14	11	20	21	12	23	9	10
OTU4725	30	28	42	30	46	29	39	27
OTU4726	8	6	9	7	8	7	11	10
OTU4727	0	0	1	3	1	1	1	2
OTU4728	1	5	0	0	3	0	0	3
OTU4729	4	1	4	2	2	2	2	2
OTU4730	25	23	35	8	18	18	27	32
OTU4731	11	15	8	4	12	9	14	19
OTU4732	30	33	36	21	18	19	46	28
OTU4733	0	1	1	0	4	2	1	1
OTU4734	100	64	95	98	76	116	84	71
OTU4735	7	3	5	0	4	2	4	3
OTU4736	3	4	1	1	2	1	2	0
OTU4737	0	2	16	24	37	10	1	3
OTU4738	1	3	1	0	2	0	1	4
OTU4739	29	21	27	18	20	18	20	17
OTU4740	7	11	12	46	6	5	5	4
OTU4741	18	22	12	11	20	18	8	13
OTU4742	8	5	5	5	7	5	6	8
OTU4743	5	3	2	5	5	1	3	2
OTU4744	13	15	17	11	14	8	19	18
OTU4745	5	9	8	2	9	7	1	2
OTU4746	0	0	0	0	2	1	2	1
OTU4747	0	2	4	3	6	9	3	0
OTU4748	34	40	24	37	53	36	50	60
OTU4749	1	2	3	5	8	3	3	3
OTU4750	1	3	1	1	2	1	0	1
OTU4751	3	3	0	0	4	0	1	1
OTU4752	46	34	35	32	55	43	49	22
OTU4753	0	4	3	3	1	1	4	4
OTU4754	7	1	10	4	15	5	10	12
OTU4755	6	5	3	6	5	3	1	13
OTU4756	10	6	9	21	14	3	9	8
OTU4757	0	4	0	1	5	1	4	2
OTU4758	11	23	25	27	31	33	7	18
OTU4759	1	3	3	1	1	0	0	1
OTU4760	2	0	2	0	3	0	2	3
OTU4761	6	6	7	7	10	10	12	12
OTU4762	4	8	9	7	11	8	6	9
OTU4763	0	1	1	0	3	0	0	0
OTU4764	1	4	1	0	4	2	0	1
OTU4765	6	3	3	5	2	2	5	7
OTU4766	4	5	5	3	4	1	2	1
OTU4767	3	6	3	2	4	1	4	0
OTU4768	0	1	3	0	1	3	1	0
OTU4769	2	2	1	1	2	5	2	0
OTU4770	20	18	14	9	19	7	20	23
OTU4771	1	1	1	1	3	0	3	0
OTU4772	12	18	5	15	16	9	19	26
OTU4773	8	6	4	7	3	4	1	3
OTU4774	12	6	6	2	5	3	13	3
OTU4775	9	20	9	9	22	7	9	12
OTU4776	2	1	2	1	1	3	1	3
OTU4777	0	3	0	2	5	2	1	1
OTU4778	10	7	3	7	5	5	1	0
OTU4779	11	17	8	15	20	5	21	21
OTU4780	2	2	1	1	1	2	0	0
OTU4781	17	24	23	17	33	13	25	21
OTU4782	28	25	22	24	32	40	17	22
OTU4783	5	2	3	3	4	2	0	5
OTU4784	26	13	31	41	23	29	23	15
OTU4785	47	42	48	57	68	39	55	61
OTU4786	1	3	6	4	3	0	0	2
OTU4787	0	2	1	3	3	2	0	1
OTU4788	5	2	4	2	4	2	2	5
OTU4789	3	4	10	5	6	8	0	6
OTU4790	24	26	31	11	23	17	19	16
OTU4791	35	17	24	20	25	39	29	29
OTU4792	86	49	88	65	81	50	91	64
OTU4793	1	0	0	1	2	1	3	1
OTU4794	13	15	11	8	13	7	7	6
OTU4795	429	365	469	448	597	632	325	365
OTU4796	81	72	67	77	97	64	102	81
OTU4797	15	24	18	70	26	26	27	19
OTU4798	10	10	6	5	3	8	8	0
OTU4799	16	13	14	21	16	13	14	23
OTU4800	9	9	7	14	13	15	9	12
OTU4801	2	0	2	1	6	3	0	0
OTU4802	1	3	7	11	4	1	4	7
OTU4803	10	21	12	11	15	5	15	13
OTU4804	35	38	31	31	28	30	28	25
OTU4805	0	1	1	0	2	0	0	1
OTU4806	1	0	0	1	1	1	0	2
OTU4807	1	0	0	0	1	0	1	0
OTU4808	6	24	2	2	17	11	74	17
OTU4809	11	13	12	10	11	9	16	18
OTU4810	206	244	252	241	230	253	103	184
OTU4811	0	1	0	1	1	0	0	0
OTU4812	23	12	20	25	22	20	17	14
OTU4813	4	4	4	7	6	10	2	2
OTU4814	0	2	4	3	3	3	2	6
OTU4815	2	4	10	7	8	3	5	3
OTU4816	13	12	2	5	12	8	4	10
OTU4817	1	0	2	4	3	5	0	0
OTU4818	21	27	13	31	49	28	12	43
OTU4819	31	30	26	26	27	27	43	47
OTU4820	1	0	0	0	2	0	1	2
OTU4821	284	241	282	274	318	377	169	242
OTU4822	7	9	57	15	48	8	28	19
OTU4823	238	146	204	147	175	249	128	156
OTU4824	12	21	16	35	28	35	17	19
OTU4825	264	160	223	202	191	321	154	201
OTU4826	55	40	49	37	55	37	59	47
OTU4827	83	41	69	68	58	92	74	62
OTU4828	84	38	73	37	49	76	55	39
OTU4829	0	3	0	1	2	0	0	0
OTU4830	2	0	2	1	2	2	0	3
OTU4831	0	2	0	1	3	2	1	1
OTU4832	1	2	1	1	4	4	0	2
OTU4833	3	14	4	9	8	10	4	7
OTU4834	14	13	14	12	21	16	8	8
OTU4835	97	60	71	57	58	103	56	54
OTU4836	6	7	5	3	5	7	1	2
OTU4837	1	6	2	2	6	1	3	1
OTU4838	2	1	2	0	3	1	2	0
OTU4839	2	4	3	1	8	7	1	3
OTU4840	4	4	6	15	16	3	11	7
OTU4841	3	3	1	0	1	1	1	0
OTU4842	1	1	1	0	1	2	1	2
OTU4843	65	76	68	72	59	55	37	40
OTU4844	324	190	273	216	262	240	286	260
OTU4845	95	102	90	117	141	88	97	93
OTU4846	14	20	34	27	31	28	13	18
OTU4847	0	2	3	2	2	1	1	1
OTU4848	34	39	25	20	31	34	17	16
OTU4849	1	1	0	1	3	0	1	2
OTU4850	13	13	10	24	29	19	10	9
OTU4851	113	98	105	101	117	127	70	98
OTU4852	3	3	2	2	2	2	3	1
OTU4853	3	2	2	4	6	7	4	6
OTU4854	11	7	8	15	15	12	7	15
OTU4855	2	2	0	0	1	1	1	0
OTU4856	2	0	0	0	1	0	1	2
OTU4857	5	14	11	6	6	4	2	2
OTU4858	2	4	0	10	2	5	4	2
OTU4859	6	2	4	3	5	4	9	3
OTU4860	1	2	1	0	2	1	0	0
OTU4861	6	6	1	3	4	4	4	3
OTU4862	1	0	0	1	5	0	4	0
OTU4863	7	15	6	10	14	10	10	16
OTU4864	1	1	0	1	2	1	2	4
OTU4865	5	14	5	6	7	5	2	7
OTU4866	6	4	3	5	5	1	3	5
OTU4867	2	1	7	6	7	4	2	0
OTU4868	2	1	0	0	4	0	0	1
OTU4869	1	6	1	6	6	10	4	5
OTU4870	1	1	0	3	2	0	1	3
OTU4871	5	2	6	2	8	1	3	3
OTU4872	3	4	3	3	5	5	1	3
OTU4873	20	24	6	12	23	32	22	19
OTU4874	11	7	8	12	15	19	12	15
OTU4875	2	2	3	4	1	2	3	1
OTU4876	23	24	8	16	22	2	9	10
OTU4877	0	4	3	0	3	1	1	2
OTU4878	1	5	4	1	2	0	0	3
OTU4879	1	2	0	5	4	0	1	2
OTU4880	1	1	4	2	2	0	1	1
OTU4881	8	5	0	1	2	2	3	3
OTU4882	1	0	2	0	2	1	0	1
OTU4883	2	1	0	2	1	2	0	1
OTU4884	2	3	3	3	2	1	1	0
OTU4885	47	27	46	32	25	27	19	25
OTU4886	2	2	1	2	8	5	4	6
OTU4887	2	0	1	0	3	0	0	1
OTU4888	0	0	0	1	1	0	0	0
OTU4889	8	1	3	6	3	3	5	2
OTU4890	0	0	0	0	2	2	0	0
OTU4891	0	1	2	0	1	3	0	0
OTU4892	6	2	1	7	3	3	2	3
OTU4893	0	2	3	1	6	4	4	4
OTU4894	0	1	0	1	1	2	1	1
OTU4895	0	0	0	0	2	0	0	0
OTU4896	12	4	12	5	5	9	8	8
OTU4897	2	0	1	0	2	0	0	0
OTU4898	0	0	1	0	1	0	0	0
OTU4899	4	4	5	4	3	7	4	2
OTU4900	0	1	0	0	3	1	0	0
OTU4901	9	0	1	4	2	2	2	1
OTU4902	0	1	1	1	1	0	0	0
OTU4903	5	2	8	2	6	6	6	4
OTU4904	4	5	2	6	10	8	4	2
OTU4905	9	9	4	3	8	8	9	6
OTU4906	1	0	0	0	1	1	2	0
OTU4907	0	0	0	1	7	1	1	1
OTU4908	0	0	3	1	2	1	5	3
OTU4909	4	2	0	1	3	4	5	1
OTU4910	0	4	2	2	2	1	0	1
OTU4911	9	12	9	12	7	17	9	4
OTU4912	1	2	3	3	1	0	1	1
OTU4913	2	5	3	4	8	6	2	0
OTU4914	1	0	0	1	4	0	1	0
OTU4915	0	0	0	3	1	0	0	1
OTU4916	0	0	1	0	2	2	0	0
OTU4917	10	3	2	5	5	3	3	2
OTU4918	4	2	6	2	3	5	2	0
OTU4919	0	1	0	0	4	1	2	0
OTU4920	4	4	5	4	8	2	3	3
OTU4921	1	1	0	1	29	1	0	1
OTU4922	0	1	0	0	1	6	0	1
OTU4923	9	6	7	4	10	3	5	8
OTU4924	126	140	85	169	123	151	121	145
OTU4925	3	7	5	17	10	6	7	9
OTU4926	5	9	11	11	3	10	4	4
OTU4927	1	0	2	0	1	1	0	1
OTU4928	0	1	0	0	14	1	0	0
OTU4929	16	12	20	24	16	27	6	11
OTU4930	0	0	0	0	1	1	0	0
OTU4931	67	50	95	50	72	69	47	55
OTU4932	21	22	31	35	33	32	18	41
OTU4933	7	4	2	7	8	4	4	4
OTU4934	11	18	6	6	14	11	9	13
OTU4935	1	3	6	1	5	2	4	1
OTU4936	1	0	0	0	1	0	1	0
OTU4937	13	2	6	5	5	4	8	3
OTU4938	7	20	6	9	15	9	7	9
OTU4939	9	11	5	5	7	7	6	4
OTU4940	0	0	0	0	1	0	0	0
OTU4941	0	0	4	0	1	2	0	1
OTU4942	0	0	2	1	1	0	1	0
OTU4943	1	0	0	1	2	0	0	2
OTU4944	26	22	18	21	27	20	13	18
OTU4945	0	1	1	1	1	3	0	0
OTU4946	8	0	8	2	14	5	1	6
OTU4947	50	52	40	35	43	49	47	46
OTU4948	4	2	3	6	2	4	5	4
OTU4949	5	2	1	0	2	1	2	2
OTU4950	1	1	0	0	4	0	2	1
OTU4951	6	1	1	0	3	3	1	0
OTU4952	0	0	0	0	1	0	1	0
OTU4953	0	0	1	2	4	0	0	0
OTU4954	3	0	1	2	2	1	0	0
OTU4955	2	0	1	1	2	0	0	1
OTU4956	1	0	0	0	2	1	1	0
OTU4957	203	259	121	245	241	224	210	377
OTU4958	1	0	3	1	1	1	0	2
OTU4959	8	4	6	4	3	5	6	4
OTU4960	3	0	0	0	2	0	1	2
OTU4961	5	3	1	3	3	4	0	0
OTU4962	1	1	0	2	1	4	3	3
OTU4963	2	0	2	1	2	0	0	0
OTU4964	16	11	11	14	10	7	6	8
OTU4965	2	0	0	2	1	1	1	1
OTU4966	3	2	0	0	3	1	3	2
OTU4967	0	0	2	0	1	0	0	0
OTU4968	7	6	9	8	12	17	5	5
OTU4969	16	2	21	7	47	7	3	1
OTU4970	1	1	1	2	2	0	2	1
OTU4971	3	10	7	2	3	3	2	0
OTU4972	2	2	1	7	1	4	10	7
OTU4973	1	0	3	2	5	4	6	0
OTU4974	2	1	4	2	5	4	3	3
OTU4975	15	24	9	14	14	23	14	18
OTU4976	24	15	13	22	12	25	11	15
OTU4977	2	4	4	3	2	6	2	3
OTU4978	2	1	4	3	3	3	1	2
OTU4979	6	6	3	2	8	8	3	8
OTU4980	0	0	0	0	9	4	3	0
OTU4981	3	1	2	1	2	1	1	2
OTU4982	12	11	8	12	10	6	5	15
OTU4983	1	1	0	1	5	3	3	0
OTU4984	5	9	4	12	10	8	6	7
OTU4985	7	10	8	10	13	8	7	14
OTU4986	0	0	0	0	1	0	3	0
OTU4987	4	5	1	2	2	6	4	1
OTU4988	9	7	12	6	14	4	11	14
OTU4989	14	8	4	9	16	7	10	13
OTU4990	16	15	14	12	11	17	11	6
OTU4991	2	6	2	3	5	2	6	2
OTU4992	10	4	9	4	8	12	6	8
OTU4993	2	0	2	5	1	2	0	2
OTU4994	1	1	0	1	1	1	0	0
OTU4995	12	15	11	14	20	14	9	24
OTU4996	8	3	4	1	4	3	0	3
OTU4997	0	0	0	0	1	0	0	0
OTU4998	3	0	0	0	3	2	0	1
OTU4999	722	550	777	581	867	683	467	463
OTU5000	4	1	1	6	4	5	3	3
OTU5001	37	23	23	17	29	29	11	15
OTU5002	5	7	6	10	13	5	4	11
OTU5003	2	0	2	0	1	0	0	0
OTU5004	51	42	50	56	36	42	26	27
OTU5005	18	31	19	29	24	39	17	23
OTU5006	5	2	5	11	7	4	5	5
OTU5007	0	0	0	0	2	0	1	2
OTU5008	4	0	14	1	9	9	4	7
OTU5009	10	12	5	5	17	12	12	12
OTU5010	0	3	0	2	3	2	1	0
OTU5011	30	27	22	42	31	27	31	26
OTU5012	26	32	16	37	31	31	33	14
OTU5013	0	0	0	3	1	0	0	1
OTU5014	0	0	0	0	1	0	0	0
OTU5015	3	1	4	5	6	6	10	2
OTU5016	6	12	12	13	14	14	13	12
OTU5017	32	19	27	37	33	25	16	20
OTU5018	70	104	44	114	77	93	68	64
OTU5019	2	0	3	4	5	2	1	2
OTU5020	3	1	0	0	13	3	0	3
OTU5021	0	0	1	0	2	3	0	0
OTU5022	5	12	5	17	11	12	5	10
OTU5023	0	1	0	2	6	1	4	3
OTU5024	1	1	0	0	2	2	2	3
OTU5025	0	0	0	1	9	2	0	0
OTU5026	1	0	0	2	2	2	1	1
OTU5027	4	1	1	2	3	4	0	1
OTU5028	0	1	0	0	1	0	2	0
OTU5029	6	4	6	2	5	2	6	4
OTU5030	0	0	0	0	4	2	4	0
OTU5031	22	14	9	15	8	29	14	18
OTU5032	5	3	5	4	6	3	2	5
OTU5033	6	3	3	2	3	4	5	4
OTU5034	18	12	16	10	14	10	3	5
OTU5035	1	0	1	1	5	2	0	0
OTU5036	13	16	10	10	21	23	25	10
OTU5037	2	1	0	4	1	2	3	1
OTU5038	3	5	6	3	7	4	4	4
OTU5039	3	2	2	3	2	1	2	3
OTU5040	1	0	1	0	2	1	2	0
OTU5041	0	0	1	0	0	0	0	0
OTU5042	17	11	22	13	10	12	12	8
OTU5043	2	3	3	6	2	1	1	4
OTU5044	2	1	3	2	4	5	2	3
OTU5045	0	1	2	0	0	0	0	2
OTU5046	24	29	37	64	89	55	10	40
OTU5047	5	1	23	3	0	0	0	2
OTU5048	2	2	2	1	2	0	3	3
OTU5049	3	1	4	5	7	4	1	5
OTU5050	2	0	1	1	2	0	0	0
OTU5051	1	0	4	0	1	0	1	0
OTU5052	1	1	15	2	2	1	1	1
OTU5053	1	0	4	0	1	2	0	4
OTU5054	0	1	1	2	2	1	0	1
OTU5055	0	0	2	1	0	1	0	1
OTU5056	1	0	1	0	0	0	2	1
OTU5057	3	3	3	7	3	3	1	2
OTU5058	0	1	2	0	0	3	2	1
OTU5059	0	3	2	2	1	2	0	8
OTU5060	0	0	1	0	0	0	1	0
OTU5061	10	11	9	14	6	18	10	16
OTU5062	10	8	18	7	18	4	7	6
OTU5063	7	7	21	6	7	8	3	3
OTU5064	1	0	4	3	1	2	0	2
OTU5065	0	1	1	0	0	0	0	1
OTU5066	6	7	3	3	5	3	4	2
OTU5067	0	0	4	3	0	2	2	5
OTU5068	16	6	12	12	19	13	12	10
OTU5069	15	16	12	39	20	41	6	19
OTU5070	6	7	2	7	3	6	4	5
OTU5071	30	50	40	52	37	45	47	58
OTU5072	1	0	6	5	4	8	1	2
OTU5073	12	6	7	4	9	5	6	7
OTU5074	2	2	15	11	6	2	1	1
OTU5075	1	0	1	1	0	1	0	1
OTU5076	3	3	5	4	7	3	5	5
OTU5077	61	43	70	76	122	77	71	66
OTU5078	5	1	4	6	0	6	3	3
OTU5079	1	5	3	7	4	10	4	1
OTU5080	0	0	1	0	0	0	0	0
OTU5081	0	0	1	0	0	0	1	0
OTU5082	13	16	3	1	2	0	4	2
OTU5083	9	13	9	14	13	11	11	5
OTU5084	7	6	7	3	5	7	5	8
OTU5085	11	18	17	39	25	24	8	5
OTU5086	107	76	129	87	133	113	64	106
OTU5087	28	34	69	37	40	50	33	42
OTU5088	1	2	1	0	2	0	1	1
OTU5089	0	2	2	4	1	1	0	2
OTU5090	3	2	10	3	3	2	3	2
OTU5091	0	0	1	0	0	0	0	0
OTU5092	12	11	17	1	10	10	5	9
OTU5093	5	3	3	5	1	1	3	4
OTU5094	0	0	3	2	3	2	4	1
OTU5095	6	5	2	4	2	5	7	9
OTU5096	7	2	1	0	2	0	0	1
OTU5097	2	3	5	19	5	7	1	11
OTU5098	662	541	512	618	651	628	641	697
OTU5099	5	6	8	5	5	8	4	2
OTU5100	24	29	24	12	21	14	31	46
OTU5101	0	0	2	2	0	0	1	0
OTU5102	79	84	100	82	83	99	46	57
OTU5103	0	0	1	0	1	2	1	0
OTU5104	17	17	20	25	19	18	14	25
OTU5105	141	29	22	41	12	25	23	26
OTU5106	0	1	3	4	2	1	0	0
OTU5107	45	79	37	68	50	67	33	53
OTU5108	1	2	1	1	1	2	5	1
OTU5109	2	3	3	2	2	2	1	2
OTU5110	2	0	1	0	0	0	0	1
OTU5111	0	0	2	0	0	1	1	1
OTU5112	16	4	6	18	11	13	8	10
OTU5113	3	3	3	1	3	0	0	1
OTU5114	0	1	2	1	0	2	0	0
OTU5115	36	21	27	20	25	19	27	28
OTU5116	1	1	4	1	2	0	2	3
OTU5117	6	2	4	4	9	3	2	1
OTU5118	51	67	38	48	66	57	46	45
OTU5119	0	0	1	1	0	0	2	0
OTU5120	0	0	1	1	2	0	0	0
OTU5121	21	23	10	15	17	11	11	5
